Timestamp,Node_ID,CPU_Utilization_%,Memory_Utilization_%,CPU1_Temp_C,CPU2_Temp_C,Inlet_Temp_C,Exhaust_Temp_C,System_Power_W,Avg_Fan_Speed_RPM,Air_Flow_CFM,Voltage_V,Clock_Speed_GHz
2024-01-15 01:05:00,NODE_05,18.14,40.34,39.08,39.89,20.38,51.51,214.6,2850.0,23.2,11.953,2.714
2024-01-15 01:10:00,NODE_05,18.01,39.7,38.73,39.91,20.2,48.54,224.1,2866.0,22.71,11.962,2.672
2024-01-15 01:15:00,NODE_05,17.36,39.72,38.33,39.75,20.27,49.7,215.4,2800.0,20.87,12.045,2.627
2024-01-15 01:20:00,NODE_05,17.56,39.9,38.02,39.81,20.68,45.59,225.1,2801.0,21.99,12.052,2.657
2024-01-15 01:25:00,NODE_05,13.19,39.67,37.55,39.19,20.44,47.51,201.4,2741.0,22.46,11.94,2.563
2024-01-15 01:30:00,NODE_05,12.11,38.47,37.21,38.95,20.38,45.0,200.3,2722.0,22.35,12.02,2.613
2024-01-15 01:35:00,NODE_05,12.13,37.69,37.17,38.5,20.57,49.66,191.5,2673.0,22.09,12.016,2.616
2024-01-15 01:40:00,NODE_05,10.74,37.53,37.11,37.87,20.03,47.42,192.4,2651.0,21.78,11.923,2.599
2024-01-15 01:45:00,NODE_05,9.4,36.84,36.52,37.79,20.06,43.4,183.1,2647.0,19.8,11.977,2.59
2024-01-15 01:50:00,NODE_05,11.77,36.37,36.65,37.98,20.02,47.99,197.1,2619.0,21.61,11.969,2.599
2024-01-15 01:55:00,NODE_05,16.76,36.34,36.76,38.34,19.73,46.52,212.8,2606.0,21.54,11.952,2.61
2024-01-15 02:00:00,NODE_05,14.95,36.71,36.85,38.15,20.33,46.85,210.4,2653.0,20.72,12.002,2.603
2024-01-15 02:05:00,NODE_05,15.37,36.03,37.25,38.09,20.13,46.68,205.5,2639.0,20.14,12.065,2.621
2024-01-15 02:10:00,NODE_05,16.87,36.01,37.7,37.75,20.37,45.44,217.3,2661.0,21.25,12.002,2.603
2024-01-15 02:15:00,NODE_05,13.33,36.54,37.91,37.44,20.25,47.74,199.2,2642.0,21.24,11.967,2.625
2024-01-15 02:20:00,NODE_05,15.14,36.8,38.3,37.45,20.57,50.98,201.3,2678.0,21.37,11.944,2.618
2024-01-15 02:25:00,NODE_05,14.49,36.64,37.59,38.02,20.43,47.12,212.4,2678.0,20.22,11.925,2.663
2024-01-15 02:30:00,NODE_05,14.26,36.99,37.63,37.8,20.3,46.31,207.8,2699.0,22.13,11.96,2.632
2024-01-15 02:35:00,NODE_05,11.22,36.92,37.4,37.39,20.06,46.84,206.2,2646.0,20.3,11.972,2.551
2024-01-15 02:40:00,NODE_05,13.15,35.39,37.51,36.87,20.27,49.39,202.1,2651.0,20.47,11.976,2.62
2024-01-15 02:45:00,NODE_05,16.71,35.49,37.7,37.07,20.23,49.26,216.0,2526.0,20.64,12.084,2.606
2024-01-15 02:50:00,NODE_05,16.1,36.14,37.98,37.13,20.39,48.77,216.1,2508.0,21.59,12.005,2.594
2024-01-15 02:55:00,NODE_05,15.85,36.55,37.4,37.21,20.85,46.05,212.5,2531.0,21.63,12.037,2.674
2024-01-15 03:00:00,NODE_05,14.0,35.79,37.09,36.73,20.3,45.67,202.5,2578.0,20.93,11.917,2.62
2024-01-15 03:05:00,NODE_05,14.22,36.24,37.45,37.03,20.19,48.63,204.4,2527.0,20.67,12.038,2.676
2024-01-15 03:10:00,NODE_05,12.79,36.91,37.33,37.14,20.57,45.84,198.0,2520.0,19.22,12.014,2.629
2024-01-15 03:15:00,NODE_05,12.04,35.77,36.93,36.78,20.16,45.46,196.7,2535.0,20.76,11.989,2.56
2024-01-15 03:20:00,NODE_05,14.45,35.79,37.0,37.48,20.2,43.87,211.6,2548.0,19.74,11.97,2.604
2024-01-15 03:25:00,NODE_05,13.19,35.43,36.83,37.27,19.84,49.49,200.1,2522.0,20.44,12.05,2.609
2024-01-15 03:30:00,NODE_05,16.5,35.8,37.18,37.15,19.89,47.4,213.0,2605.0,21.44,11.904,2.653
2024-01-15 03:35:00,NODE_05,16.57,36.43,37.23,37.24,20.42,45.64,213.6,2597.0,19.93,11.922,2.669
2024-01-15 03:40:00,NODE_05,16.95,37.47,37.4,37.93,20.24,46.03,211.8,2575.0,19.95,11.905,2.598
2024-01-15 03:45:00,NODE_05,16.94,37.98,37.93,38.53,20.38,47.41,214.5,2574.0,22.35,11.948,2.629
2024-01-15 03:50:00,NODE_05,18.66,38.46,38.16,38.54,20.14,47.29,216.4,2617.0,19.93,11.958,2.693
2024-01-15 03:55:00,NODE_05,20.22,38.95,38.55,38.9,20.64,49.6,223.0,2600.0,20.85,12.028,2.633
2024-01-15 04:00:00,NODE_05,19.06,38.2,38.78,38.96,20.11,47.61,219.4,2627.0,19.74,11.937,2.682
2024-01-15 04:05:00,NODE_05,21.22,38.5,39.21,38.73,20.36,51.2,229.4,2624.0,22.26,11.994,2.671
2024-01-15 04:10:00,NODE_05,21.33,38.48,39.36,38.69,20.45,49.88,233.6,2618.0,22.02,11.947,2.7
2024-01-15 04:15:00,NODE_05,19.95,38.64,39.23,38.57,20.47,50.55,231.5,2636.0,23.4,11.962,2.712
2024-01-15 04:20:00,NODE_05,20.66,39.39,38.66,39.29,20.4,46.67,233.8,2649.0,23.46,12.026,2.672
2024-01-15 04:25:00,NODE_05,20.24,39.09,39.13,39.96,20.29,50.67,218.5,2635.0,19.89,12.037,2.704
2024-01-15 04:30:00,NODE_05,20.92,39.66,39.58,41.16,20.36,52.0,219.3,2711.0,22.28,12.008,2.668
2024-01-15 04:35:00,NODE_05,24.04,39.92,39.83,41.85,20.5,48.54,243.3,2664.0,21.22,11.951,2.664
2024-01-15 04:40:00,NODE_05,24.85,41.13,40.2,41.7,20.37,50.26,241.4,2703.0,22.15,11.966,2.668
2024-01-15 04:45:00,NODE_05,23.18,42.04,40.27,41.74,19.91,47.58,235.9,2723.0,21.12,11.978,2.648
2024-01-15 04:50:00,NODE_05,23.66,42.2,40.79,42.17,20.27,53.16,238.7,2768.0,22.5,12.105,2.687
2024-01-15 04:55:00,NODE_05,25.66,42.29,41.26,42.37,20.2,52.08,244.2,2769.0,23.39,11.924,2.73
2024-01-15 05:00:00,NODE_05,25.79,42.83,41.06,42.45,20.31,49.32,251.9,2787.0,23.06,12.013,2.694
2024-01-15 05:05:00,NODE_05,25.86,43.15,41.03,42.34,20.23,50.12,251.2,2811.0,22.12,11.953,2.736
2024-01-15 05:10:00,NODE_05,27.92,43.84,40.91,43.25,20.03,49.74,250.7,2852.0,23.0,11.937,2.699
2024-01-15 05:15:00,NODE_05,30.64,43.91,41.91,43.79,20.15,49.6,267.2,2842.0,22.27,11.995,2.817
2024-01-15 05:20:00,NODE_05,27.53,43.21,41.93,43.56,20.18,54.28,249.7,2913.0,23.01,12.015,2.69
2024-01-15 05:25:00,NODE_05,34.47,43.34,42.85,43.97,19.99,54.38,268.8,2973.0,24.12,12.044,2.774
2024-01-15 05:30:00,NODE_05,42.08,43.73,43.73,45.36,20.19,57.38,299.8,3018.0,24.97,12.044,2.823
2024-01-15 05:35:00,NODE_05,48.52,45.27,45.43,46.61,20.27,56.24,325.6,3048.0,25.34,11.905,2.873
2024-01-15 05:40:00,NODE_05,53.28,46.35,46.74,48.26,20.03,60.26,341.7,3091.0,24.01,11.931,2.914
2024-01-15 05:45:00,NODE_05,58.73,48.4,48.09,49.27,20.37,61.31,360.7,3056.0,24.56,12.075,2.949
2024-01-15 05:50:00,NODE_05,60.49,49.06,49.63,51.18,20.25,58.82,373.6,3081.0,25.44,12.068,2.95
2024-01-15 05:55:00,NODE_05,61.95,50.09,51.15,53.01,20.52,66.01,374.8,3173.0,25.62,12.014,3.0
2024-01-15 06:00:00,NODE_05,65.45,50.97,52.78,54.2,20.25,63.6,392.9,3231.0,24.85,11.931,3.026
2024-01-15 06:05:00,NODE_05,69.93,51.17,54.01,56.58,20.19,64.74,398.4,3380.0,24.7,11.935,3.082
2024-01-15 06:10:00,NODE_05,69.94,53.0,55.88,58.1,20.04,65.88,397.7,3501.0,27.2,11.96,3.043
2024-01-15 06:15:00,NODE_05,72.04,54.36,57.6,59.68,20.03,67.57,401.7,3561.0,27.11,12.069,3.114
2024-01-15 06:20:00,NODE_05,76.7,56.03,59.02,61.37,19.96,69.41,427.1,3667.0,28.64,11.952,3.09
2024-01-15 06:25:00,NODE_05,77.99,57.26,60.68,62.68,20.36,73.71,424.6,3747.0,32.01,12.016,3.165
2024-01-15 06:30:00,NODE_05,80.99,58.94,62.81,64.3,20.31,75.51,448.7,3886.0,32.1,11.987,3.198
2024-01-15 06:35:00,NODE_05,82.97,59.51,64.06,65.45,20.22,79.53,441.6,3984.0,32.25,11.913,3.163
2024-01-15 06:40:00,NODE_05,86.01,61.1,65.27,66.47,20.33,80.34,468.1,4115.0,32.39,11.974,3.231
2024-01-15 06:45:00,NODE_05,88.09,62.38,66.41,67.97,20.2,78.16,473.0,4229.0,33.46,12.033,3.214
2024-01-15 06:50:00,NODE_05,87.01,63.74,67.75,69.4,20.43,78.33,448.9,4291.0,35.11,12.035,3.145
2024-01-15 06:55:00,NODE_05,87.56,64.48,69.0,69.92,20.22,79.42,459.8,4368.0,35.54,12.051,3.191
2024-01-15 07:00:00,NODE_05,84.39,65.43,69.77,70.58,20.54,80.16,450.5,4468.0,35.29,12.064,3.153
2024-01-15 07:05:00,NODE_05,85.25,65.5,70.2,70.81,20.02,84.84,454.2,4647.0,38.35,11.871,3.184
2024-01-15 07:10:00,NODE_05,86.87,65.69,70.9,71.16,20.19,84.08,459.5,4742.0,38.96,11.981,3.184
2024-01-15 07:15:00,NODE_05,88.47,66.69,71.74,72.57,20.37,87.44,464.7,4845.0,38.28,11.994,3.242
2024-01-15 07:20:00,NODE_05,90.28,67.26,72.84,73.42,20.43,84.73,474.2,4938.0,38.87,12.058,3.231
2024-01-15 07:25:00,NODE_05,91.09,68.2,73.62,74.16,20.4,86.69,482.6,5007.0,41.23,12.039,3.249
2024-01-15 07:30:00,NODE_05,90.42,68.57,73.85,74.31,20.12,84.72,471.2,5067.0,40.72,11.981,3.265
2024-01-15 07:35:00,NODE_05,91.04,69.68,74.22,74.8,20.61,85.49,475.9,5098.0,40.96,11.934,3.251
2024-01-15 07:40:00,NODE_05,89.89,70.12,74.6,74.55,19.89,90.01,472.1,5154.0,41.22,11.966,3.235
2024-01-15 07:45:00,NODE_05,88.4,70.51,74.49,74.87,20.51,86.57,468.5,5195.0,40.9,12.042,3.199
2024-01-15 07:50:00,NODE_05,87.77,71.24,74.2,74.42,20.13,87.43,461.9,5217.0,40.86,11.973,3.24
2024-01-15 07:55:00,NODE_05,86.64,71.03,74.05,74.61,20.31,90.23,461.2,5221.0,41.24,11.954,3.201
2024-01-15 08:00:00,NODE_05,84.94,70.45,73.78,74.48,20.42,87.44,457.8,5305.0,42.3,12.02,3.147
2024-01-15 08:05:00,NODE_05,85.01,70.26,73.71,74.54,20.1,86.43,459.0,5278.0,42.83,12.01,3.182
2024-01-15 08:10:00,NODE_05,84.46,71.27,73.51,74.25,20.44,86.21,452.4,5298.0,40.62,11.929,3.152
2024-01-15 08:15:00,NODE_05,81.23,70.87,73.01,73.43,19.99,88.55,442.9,5253.0,41.19,11.995,3.15
2024-01-15 08:20:00,NODE_05,76.64,70.55,72.16,72.43,20.4,85.35,424.1,5283.0,43.23,11.956,3.149
2024-01-15 08:25:00,NODE_05,77.12,70.63,71.71,72.0,20.48,82.44,425.1,5267.0,39.64,12.003,3.126
2024-01-15 08:30:00,NODE_05,76.06,70.77,71.21,71.22,20.15,83.51,422.3,5284.0,42.75,11.975,3.098
2024-01-15 08:35:00,NODE_05,70.89,70.88,70.28,70.28,20.03,81.0,411.2,5305.0,41.85,12.011,3.029
2024-01-15 08:40:00,NODE_05,70.15,70.21,69.56,70.14,20.37,80.35,412.4,5284.0,42.64,12.004,3.048
2024-01-15 08:45:00,NODE_05,66.85,70.12,68.43,68.75,20.1,79.83,389.6,5292.0,42.76,11.914,3.028
2024-01-15 08:50:00,NODE_05,65.3,69.59,67.17,68.1,20.19,76.71,383.6,5254.0,42.13,12.016,3.02
2024-01-15 08:55:00,NODE_05,60.76,68.76,65.67,66.66,20.25,79.22,370.8,5310.0,42.7,12.017,3.03
2024-01-15 09:00:00,NODE_05,58.05,68.41,64.87,65.6,19.9,78.74,370.2,5194.0,41.91,12.064,2.935
2024-01-15 09:05:00,NODE_05,55.43,66.48,64.42,64.59,20.04,73.79,359.2,5181.0,40.07,11.972,2.955
2024-01-15 09:10:00,NODE_05,51.7,66.1,63.44,63.53,19.88,73.27,338.4,5098.0,40.23,11.979,2.882
2024-01-15 09:15:00,NODE_05,49.5,65.77,62.12,63.07,20.22,74.02,329.2,5033.0,39.74,11.994,2.876
2024-01-15 09:20:00,NODE_05,46.33,65.17,61.06,61.75,20.23,70.39,327.1,4910.0,40.11,11.956,2.89
2024-01-15 09:25:00,NODE_05,46.59,63.87,60.42,60.56,20.07,69.8,320.9,4819.0,37.68,12.027,2.837
2024-01-15 09:30:00,NODE_05,44.24,63.35,59.49,59.43,20.34,71.94,310.7,4762.0,38.28,12.006,2.821
2024-01-15 09:35:00,NODE_05,41.24,61.92,58.13,57.91,19.86,67.99,297.2,4654.0,36.37,11.949,2.791
2024-01-15 09:40:00,NODE_05,41.44,60.64,57.02,57.06,20.56,66.25,300.9,4621.0,35.63,12.046,2.81
2024-01-15 09:45:00,NODE_05,39.82,60.3,56.32,56.23,20.4,66.21,295.7,4533.0,35.93,11.993,2.808
2024-01-15 09:50:00,NODE_05,38.13,59.13,54.82,55.75,20.22,66.46,283.6,4436.0,36.29,12.02,2.844
2024-01-15 09:55:00,NODE_05,39.64,57.83,53.83,54.89,20.15,67.75,294.7,4336.0,35.4,12.012,2.892
2024-01-15 10:00:00,NODE_05,39.23,57.97,53.51,54.4,20.32,61.48,293.5,4288.0,36.13,11.943,2.777
2024-01-15 10:05:00,NODE_05,41.17,57.78,52.86,54.05,20.41,64.59,295.6,4233.0,32.28,11.943,2.817
2024-01-15 10:10:00,NODE_05,42.86,56.9,52.79,53.28,20.16,61.43,306.3,4208.0,34.27,12.015,2.851
2024-01-15 10:15:00,NODE_05,42.18,56.05,52.27,52.74,20.13,61.95,310.3,4216.0,33.56,12.031,2.83
2024-01-15 10:20:00,NODE_05,39.39,55.92,51.57,52.6,20.27,65.35,300.2,4188.0,35.28,11.986,2.88
2024-01-15 10:25:00,NODE_05,47.1,55.89,51.83,53.14,20.18,63.91,323.7,4131.0,32.08,12.082,2.884
2024-01-15 10:30:00,NODE_05,52.46,56.44,52.0,53.18,20.2,63.94,348.2,4062.0,33.0,12.023,2.905
2024-01-15 10:35:00,NODE_05,57.31,57.41,53.31,53.95,20.21,65.44,351.6,3979.0,31.23,12.024,2.933
2024-01-15 10:40:00,NODE_05,61.25,57.7,54.46,54.97,20.45,63.82,374.0,3944.0,31.44,11.982,2.975
2024-01-15 10:45:00,NODE_05,67.23,58.29,55.22,56.34,19.97,69.88,392.7,3948.0,31.6,12.033,3.062
2024-01-15 10:50:00,NODE_05,69.04,59.43,56.54,57.62,20.13,69.07,399.8,4000.0,29.78,12.038,3.06
2024-01-15 10:55:00,NODE_05,72.29,60.37,57.83,58.83,20.46,69.23,418.3,4009.0,30.39,11.961,3.041
2024-01-15 11:00:00,NODE_05,75.95,62.15,59.31,60.4,20.4,70.82,423.9,4071.0,32.13,11.987,3.092
2024-01-15 11:05:00,NODE_05,77.36,63.13,60.27,61.08,20.17,71.96,427.8,4106.0,33.56,11.974,3.074
2024-01-15 11:10:00,NODE_05,78.56,63.34,61.18,62.51,20.19,73.13,438.6,4154.0,33.65,12.049,3.073
2024-01-15 11:15:00,NODE_05,77.94,63.46,61.8,63.66,20.37,75.59,431.3,4218.0,36.07,11.961,3.089
2024-01-15 11:20:00,NODE_05,80.31,62.72,63.17,64.05,19.8,78.08,437.6,4283.0,35.1,12.083,3.145
2024-01-15 11:25:00,NODE_05,82.78,63.13,64.36,65.22,20.1,80.08,443.5,4358.0,33.09,11.945,3.205
2024-01-15 11:30:00,NODE_05,85.29,62.89,65.22,65.83,20.23,75.97,460.3,4362.0,35.86,12.015,3.216
2024-01-15 11:35:00,NODE_05,87.06,64.1,66.12,67.14,20.12,82.32,458.9,4439.0,35.42,11.849,3.213
2024-01-15 11:40:00,NODE_05,87.46,65.54,67.54,67.99,20.1,80.03,459.1,4468.0,37.48,12.028,3.248
2024-01-15 11:45:00,NODE_05,89.27,66.7,68.54,68.77,20.58,79.67,467.2,4504.0,35.72,12.1,3.212
2024-01-15 11:50:00,NODE_05,85.77,67.43,69.58,70.06,20.24,81.04,458.7,4563.0,36.27,12.005,3.195
2024-01-15 11:55:00,NODE_05,88.24,68.23,70.07,70.76,20.23,82.28,466.6,4621.0,38.3,12.027,3.183
2024-01-15 12:00:00,NODE_05,90.84,68.71,70.65,71.77,20.33,83.12,468.4,4729.0,36.13,12.004,3.24
2024-01-15 12:05:00,NODE_05,92.54,69.23,71.97,72.65,20.2,83.35,476.9,4753.0,40.25,12.01,3.282
2024-01-15 12:10:00,NODE_05,92.46,69.92,72.55,73.43,20.04,87.26,478.8,4834.0,38.38,11.963,3.19
2024-01-15 12:15:00,NODE_05,91.5,70.42,73.02,74.12,19.98,85.54,477.5,4904.0,39.34,11.938,3.238
2024-01-15 12:20:00,NODE_05,88.04,70.34,72.75,73.85,20.4,83.66,456.4,5006.0,40.54,12.07,3.238
2024-01-15 12:25:00,NODE_05,87.32,70.45,73.04,74.69,20.4,84.35,454.8,5015.0,40.36,11.976,3.202
2024-01-15 12:30:00,NODE_05,88.73,70.06,73.18,75.13,20.48,87.83,460.5,5093.0,40.72,12.003,3.167
2024-01-15 12:35:00,NODE_05,87.57,70.5,72.99,74.87,20.02,88.35,466.4,5176.0,39.78,11.944,3.214
2024-01-15 12:40:00,NODE_05,84.71,70.91,72.86,74.43,20.33,84.79,460.9,5214.0,41.23,12.062,3.213
2024-01-15 12:45:00,NODE_05,83.19,70.39,71.9,74.03,20.2,87.36,446.7,5271.0,42.79,11.947,3.151
2024-01-15 12:50:00,NODE_05,80.01,70.46,71.66,73.36,19.89,87.3,435.3,5301.0,43.26,12.015,3.146
2024-01-15 12:55:00,NODE_05,77.92,70.38,71.03,73.25,20.52,86.76,432.8,5320.0,42.42,12.036,3.13
2024-01-15 13:00:00,NODE_05,76.16,69.38,70.78,72.74,20.36,84.44,423.0,5252.0,41.86,12.123,3.111
2024-01-15 13:05:00,NODE_05,76.41,68.53,70.52,72.22,20.22,82.06,428.5,5204.0,41.77,11.979,3.127
2024-01-15 13:10:00,NODE_05,70.33,67.19,69.42,70.35,20.25,80.43,402.6,5173.0,40.14,12.03,3.066
2024-01-15 13:15:00,NODE_05,69.31,67.06,68.45,69.07,20.1,83.57,384.1,5115.0,41.39,12.027,3.099
2024-01-15 13:20:00,NODE_05,66.53,66.61,67.5,68.27,20.31,79.91,398.1,5069.0,41.32,11.935,3.038
2024-01-15 13:25:00,NODE_05,63.37,65.97,66.69,66.88,20.32,81.47,379.8,5072.0,40.0,11.978,3.033
2024-01-15 13:30:00,NODE_05,59.61,65.28,65.24,66.61,20.1,74.48,364.8,5005.0,40.51,11.977,2.996
2024-01-15 13:35:00,NODE_05,55.46,64.41,64.33,65.5,20.19,78.01,353.7,4943.0,38.57,12.028,2.942
2024-01-15 13:40:00,NODE_05,51.23,64.37,62.94,63.69,20.08,73.35,334.9,4931.0,38.1,11.994,2.947
2024-01-15 13:45:00,NODE_05,49.23,63.49,61.52,62.13,20.21,72.0,314.1,4845.0,39.42,12.039,2.879
2024-01-15 13:50:00,NODE_05,44.15,62.77,59.81,60.66,20.24,70.89,312.6,4865.0,38.62,11.927,2.843
2024-01-15 13:55:00,NODE_05,45.15,62.14,58.07,58.96,20.25,69.37,317.5,4828.0,39.23,11.875,2.821
2024-01-15 14:00:00,NODE_05,41.24,61.31,57.27,58.26,19.57,66.56,303.7,4716.0,37.72,12.08,2.873
2024-01-15 14:05:00,NODE_05,37.26,60.16,55.6,56.61,20.24,64.12,287.9,4563.0,36.59,12.123,2.803
2024-01-15 14:10:00,NODE_05,34.11,58.85,54.48,55.34,20.47,62.97,270.0,4464.0,35.27,11.989,2.804
2024-01-15 14:15:00,NODE_05,32.4,57.14,53.36,53.91,19.9,63.54,263.6,4358.0,34.28,11.927,2.723
2024-01-15 14:20:00,NODE_05,31.6,57.0,52.55,52.56,20.21,62.66,269.3,4314.0,34.29,11.921,2.759
2024-01-15 14:25:00,NODE_05,33.91,55.13,51.67,51.9,20.04,65.36,273.2,4258.0,35.74,12.049,2.746
2024-01-15 14:30:00,NODE_05,31.78,54.76,50.65,51.1,20.91,59.61,267.2,4124.0,33.78,11.948,2.719
2024-01-15 14:35:00,NODE_05,30.79,53.99,49.79,50.17,20.59,59.98,265.1,4032.0,32.28,11.996,2.747
2024-01-15 14:40:00,NODE_05,30.95,53.24,48.83,48.98,20.45,60.32,258.6,3977.0,30.1,12.035,2.759
2024-01-15 14:45:00,NODE_05,32.57,52.29,48.46,48.42,20.24,59.88,271.2,3893.0,31.45,11.96,2.737
2024-01-15 14:50:00,NODE_05,29.77,52.03,47.87,47.22,20.49,58.94,264.6,3815.0,31.02,12.03,2.751
2024-01-15 14:55:00,NODE_05,30.25,50.71,47.35,47.3,20.25,55.94,265.6,3721.0,30.32,12.041,2.772
2024-01-15 15:00:00,NODE_05,29.28,50.06,47.17,46.69,20.13,56.73,257.6,3677.0,29.77,11.948,2.748
2024-01-15 15:05:00,NODE_05,27.84,48.49,46.41,45.83,19.88,53.85,256.5,3627.0,29.58,11.92,2.736
2024-01-15 15:10:00,NODE_05,26.66,49.16,45.77,45.19,20.53,57.08,248.1,3556.0,29.89,11.911,2.68
2024-01-15 15:15:00,NODE_05,25.2,48.29,45.09,44.88,19.84,54.91,252.9,3517.0,28.89,12.019,2.676
2024-01-15 15:20:00,NODE_05,22.48,47.82,44.85,44.42,19.89,55.66,243.8,3477.0,28.84,11.886,2.678
2024-01-15 15:25:00,NODE_05,23.27,47.07,44.75,44.52,20.49,53.89,240.7,3433.0,26.53,12.048,2.701
2024-01-15 15:30:00,NODE_05,21.15,46.31,44.04,44.14,20.72,56.33,221.4,3421.0,28.71,11.979,2.701
2024-01-15 15:35:00,NODE_05,20.04,46.55,42.79,43.74,20.17,52.85,221.6,3357.0,26.52,11.964,2.668
2024-01-15 15:40:00,NODE_05,21.8,46.44,42.6,43.73,20.37,54.79,233.4,3266.0,27.41,11.945,2.657
2024-01-15 15:45:00,NODE_05,23.79,45.52,42.67,43.93,20.37,53.79,241.9,3243.0,27.55,11.98,2.678
2024-01-15 15:50:00,NODE_05,22.6,45.2,42.58,43.92,20.27,53.17,236.9,3214.0,23.87,11.992,2.668
2024-01-15 15:55:00,NODE_05,19.94,45.36,42.77,43.85,20.42,52.27,217.3,3160.0,24.76,12.013,2.716
2024-01-15 16:00:00,NODE_05,19.53,45.18,41.92,43.42,20.53,50.26,228.8,3096.0,24.64,11.979,2.606
2024-01-15 16:05:00,NODE_05,19.9,46.19,41.59,42.98,20.23,49.32,225.5,3096.0,23.84,11.98,2.663
2024-01-15 16:10:00,NODE_05,21.87,45.59,42.05,42.53,20.41,53.24,234.4,3104.0,24.58,12.028,2.648
2024-01-15 16:15:00,NODE_05,24.1,45.37,42.03,42.37,20.12,55.06,246.6,3085.0,25.61,12.034,2.716
2024-01-15 16:20:00,NODE_05,21.0,45.19,41.81,42.1,20.38,50.74,233.0,3075.0,25.03,11.934,2.702
2024-01-15 16:25:00,NODE_05,19.87,44.23,41.44,41.4,20.33,52.1,229.8,3099.0,25.71,11.954,2.688
2024-01-15 16:30:00,NODE_05,20.04,43.66,41.18,41.33,20.14,53.31,232.6,3020.0,21.46,11.962,2.649
2024-01-15 16:35:00,NODE_05,19.13,43.15,40.89,41.45,19.93,48.43,224.3,2983.0,24.18,12.019,2.658
2024-01-15 16:40:00,NODE_05,18.4,42.44,40.34,41.3,20.31,48.11,225.4,2909.0,22.64,12.037,2.622
2024-01-15 16:45:00,NODE_05,16.19,42.34,39.44,41.13,19.85,49.96,218.3,2909.0,23.77,12.005,2.622
2024-01-15 16:50:00,NODE_05,16.09,41.4,39.1,40.73,20.32,48.67,207.7,2893.0,23.54,11.944,2.652
2024-01-15 16:55:00,NODE_05,13.4,39.88,38.62,40.1,19.83,49.24,201.8,2830.0,22.24,11.906,2.581
2024-01-15 17:00:00,NODE_05,13.7,39.95,38.27,39.6,20.21,48.63,202.7,2845.0,22.93,11.984,2.637
2024-01-15 17:05:00,NODE_05,13.9,40.16,37.98,39.24,20.41,46.65,201.8,2778.0,24.19,12.026,2.637
2024-01-15 17:10:00,NODE_05,13.18,40.02,37.34,39.14,19.75,49.67,207.9,2762.0,21.96,12.026,2.568
2024-01-15 17:15:00,NODE_05,13.06,40.2,38.22,38.8,20.22,50.08,204.6,2749.0,20.91,12.031,2.61
2024-01-15 17:20:00,NODE_05,15.0,40.49,38.1,39.14,20.62,46.73,211.5,2763.0,22.65,12.053,2.606
2024-01-15 17:25:00,NODE_05,12.49,40.54,37.95,38.47,20.42,47.83,192.8,2732.0,22.17,11.982,2.586
2024-01-15 17:30:00,NODE_05,11.94,40.9,38.01,37.83,20.42,45.49,195.9,2698.0,20.78,12.086,2.63
2024-01-15 17:35:00,NODE_05,12.49,39.59,37.91,37.87,20.38,46.92,202.1,2699.0,22.95,11.97,2.611
2024-01-15 17:40:00,NODE_05,11.83,39.7,38.22,37.56,20.47,46.82,197.3,2747.0,20.95,11.993,2.599
2024-01-15 17:45:00,NODE_05,14.22,39.08,38.23,37.92,20.16,50.32,205.8,2699.0,21.75,11.876,2.639
2024-01-15 17:50:00,NODE_05,14.06,38.55,38.61,38.56,20.25,49.73,206.3,2715.0,23.45,11.977,2.663
2024-01-15 17:55:00,NODE_05,13.35,39.11,38.07,38.58,20.43,48.42,204.9,2697.0,22.23,12.043,2.612
2024-01-15 18:00:00,NODE_05,15.86,39.52,38.52,38.33,20.71,48.52,221.3,2683.0,20.84,11.915,2.61
2024-01-15 18:05:00,NODE_05,14.61,39.03,38.57,37.99,20.02,51.1,215.3,2707.0,20.88,11.997,2.52
2024-01-15 18:10:00,NODE_05,13.57,37.44,38.58,37.69,20.15,45.36,201.9,2693.0,22.99,11.922,2.608
2024-01-15 18:15:00,NODE_05,14.61,38.12,38.39,37.1,20.48,50.88,209.5,2692.0,22.37,11.984,2.594
2024-01-15 18:20:00,NODE_05,15.0,38.0,38.45,37.33,19.95,50.18,204.0,2768.0,22.73,12.053,2.598
2024-01-15 18:25:00,NODE_05,16.08,37.28,38.37,38.01,20.55,46.17,210.9,2753.0,21.02,12.032,2.645
2024-01-15 18:30:00,NODE_05,15.91,36.95,37.98,38.07,20.28,48.09,213.7,2741.0,21.57,11.997,2.597
2024-01-15 18:35:00,NODE_05,17.41,36.14,37.77,37.75,20.22,47.16,222.3,2720.0,21.3,11.99,2.687
2024-01-15 18:40:00,NODE_05,20.35,35.76,37.64,38.25,19.78,47.04,225.9,2737.0,21.2,12.056,2.722
2024-01-15 18:45:00,NODE_05,22.42,36.49,38.11,39.26,20.49,49.92,235.1,2751.0,23.03,11.92,2.718
2024-01-15 18:50:00,NODE_05,23.65,36.76,38.77,39.73,20.15,48.58,232.6,2795.0,22.49,12.037,2.693
2024-01-15 18:55:00,NODE_05,25.76,37.17,39.68,39.98,20.15,50.29,240.4,2748.0,22.61,11.972,2.748
2024-01-15 19:00:00,NODE_05,25.28,38.22,40.14,39.88,20.28,50.98,244.1,2738.0,23.9,11.962,2.709
